ID,Latitud,Longitud,Peso,ID_Tecnico
673,41.6717656,-0.8861389,13.5,12
674,41.6506241,-0.8680679,32.5,19
675,41.6358209,-0.878214,13.3,11
676,41.6583332,-0.8660175,17.6,6
677,41.6327774,-0.8767924,13.7,11
678,41.6384936,-0.8688296,11.0,16
679,41.6491088,-0.8819388,24.2,15
680,41.6250021,-0.8780562,35.6,8
681,41.6367352,-0.8773517,9.5,11
682,41.65421,-0.8983324,43.7,9
683,41.6713802,-0.8874826,26.5,12
684,41.6369256,-0.8784005,9.9,11
685,41.6468579,-0.8924176,22.1,1
686,41.645336,-0.8929686,11.4,15
687,41.6454564,-0.8896078,29.6,15
688,41.6500702,-0.8231876,18.6,7
689,41.6513762,-0.9133958,22.0,14
690,41.7374235,-1.0995426,32.1,4
691,41.5567703,-0.9605562,10.0,10
692,41.6715242,-0.887982,29.7,12
693,41.6450664,-0.8710944,9.9,16
694,41.6612079,-0.8986119,12.6,18
695,41.6291739,-0.8857636,16.5,8
696,41.6510418,-0.8947738,10.7,1
697,41.6498983,-0.8774104,10.7,3
698,41.6440464,-0.8882236,9.8,15
699,41.6499878,-0.8626042,8.7,19
700,41.6570428,-0.8575788,27.3,19
701,41.6523776,-0.8755947,13.0,3
702,41.6570716,-0.8647142,10.3,19
703,41.6492164,-0.8872162,12.7,15
704,41.6455705,-0.8888165,12.9,15
705,41.6775722,-0.8714586,95.0,4
706,41.6504671,-0.8808838,12.3,3
707,41.6564794,-0.9196629,13.2,9
708,41.6613289,-0.8985052,15.3,18
709,41.6707771,-0.8837674,18.0,12
710,41.6770275,-0.861135,13.3,20
711,41.639515,-0.8740864,12.3,11
712,41.6476614,-0.8961218,10.3,1
713,41.6402884,-0.9373228,11.7,14
714,41.6507814,-0.9050631,8.4,9
715,41.6391126,-0.8778064,13.0,11
716,41.6504085,-0.8602586,8.2,19
717,41.6544246,-0.8888304,9.2,15
718,41.6429688,-0.8891642,12.6,15
719,41.631023,-0.9081691,13.4,2
720,41.6352832,-0.8811725,14.5,11
721,41.6431488,-0.8935193,10.6,17
722,41.651267,-0.9160178,10.8,14
723,41.6556196,-0.8660078,18.9,19
724,41.6435852,-0.86721,23.5,16
725,41.6367908,-0.8760417,25.9,11
726,41.6315868,-0.8874707,34.1,8
727,41.7010438,-0.9972414,14.4,4
728,41.6615513,-0.8982244,43.5,18
729,41.643045,-0.8896622,28.4,17
730,41.6293982,-0.9296882,13.0,2
731,41.6459123,-0.8652163,12.6,19
732,41.6424353,-0.8944238,12.6,17
733,41.6725008,-0.8724804,19.8,6
734,41.6433898,-0.8690402,9.0,16
735,41.672102,-0.8851036,15.0,12
736,41.6554128,-0.9042158,28.3,9
737,41.6451084,-0.891436,13.7,15
738,41.6416742,-0.883485,33.1,13
739,41.6400525,-0.9854973,13.4,10
740,41.6454202,-0.8740542,9.9,16
741,41.6461429,-0.8889758,22.1,15
742,41.6419767,-0.8890132,11.5,13
743,41.6440566,-0.8952464,17.5,17
744,41.7696952,-0.824117,11.7,20
745,41.6630688,-0.872236,13.1,5
746,41.6594351,-0.8983705,18.7,18
747,41.6476856,-0.9003932,9.1,1
748,41.77471,-0.8214558,12.5,20
749,41.649616,-0.8808434,9.0,3
750,41.6430619,-0.8660996,8.1,16
751,41.6275779,-0.8914459,12.9,8
752,41.6504709,-0.9139858,10.5,14
753,41.6543152,-0.9135186,56.3,9
754,41.6327915,-0.8840366,12.2,8
755,41.6697771,-0.8761318,30.7,6
756,41.642579,-0.8936954,15.5,17
757,41.6421448,-0.868049,9.5,16
758,41.6239958,-0.8783948,8.8,8
759,41.7066678,-1.0021281,13.8,4
760,41.5861646,-1.2475848,27.3,10
761,41.646863,-0.8646424,26.9,19
762,41.6499281,-0.8903097,21.6,1
763,41.6349129,-0.8788023,55.7,11
764,41.6624276,-0.8976954,14.3,18
765,41.6489512,-0.8598872,14.3,19
766,41.6463324,-0.8830696,26.1,15
767,41.6535842,-0.8866514,6.5,15
768,41.6426158,-0.874451,10.5,16
769,41.642089,-0.8859875,29.3,13
770,41.6405698,-0.9117099,41.0,2
771,41.707182,-0.9989337,17.4,4
772,41.6732444,-0.8882456,11.2,12
773,41.6273846,-0.8914272,12.0,8
774,41.6482244,-0.879946,16.2,3
775,41.6551586,-0.8953222,10.6,1
776,41.6535016,-0.8867154,21.4,12
777,41.6672648,-0.8780566,9.8,5
778,41.6621012,-0.8747521,11.6,5
779,41.6635909,-0.9320487,12.7,9
780,41.649139,-0.9213222,11.2,14
781,41.6384176,-0.864245,10.3,16
782,41.6453048,-0.8993593,27.3,2
783,41.6754653,-0.8717282,10.6,6
784,41.6499459,-0.8727084,28.5,3
785,41.6499586,-0.8627531,13.1,19
786,41.6504856,-0.9139156,11.2,14
787,41.655749,-0.8854705,8.8,12
788,41.6384608,-0.897574,15.2,17
789,41.6446314,-0.871576,52.1,7
790,41.6722544,-0.8856422,19.0,12
791,41.6365096,-0.8795268,9.3,11
792,41.6460166,-0.8941474,15.8,17
793,41.6614343,-0.8584378,19.0,6
794,41.7373525,-1.0994521,12.5,4
795,41.480728,-1.3754996,14.0,10
796,41.592107,-0.9311929,59.6,10
797,41.6475338,-0.894281,9.5,1
798,41.6553168,-0.8841742,31.3,12
799,41.6449005,-0.864306,13.3,19
800,41.6591626,-0.8651772,11.8,19
801,41.6332443,-0.8874954,29.2,13
802,41.6722452,-0.8773592,26.6,6
803,41.6611108,-0.8775725,15.1,5
804,41.6479137,-0.8625584,12.9,19
805,41.6564841,-0.8893824,16.8,12
806,41.6350655,-0.8825516,14.6,11
807,41.650165,-0.9009222,10.4,1
808,41.6580666,-0.919297,13.7,9
809,41.645825,-0.9090942,29.8,2
810,41.6512216,-0.868411,30.2,19
811,41.640703,-0.8699884,10.8,16
812,41.6274818,-0.8875775,15.9,8
813,41.6554784,-0.9041966,18.2,9
814,41.6696081,-0.8780393,15.2,6
815,41.6289468,-0.888165,22.4,8
816,41.654671,-0.8990502,37.7,9
817,41.6392296,-0.8950928,16.5,17
818,41.6588747,-0.899318,8.3,18
819,41.6377668,-0.8753602,12.2,11
820,41.6404839,-0.8659101,9.1,16
821,41.6462414,-0.8644486,10.4,19
822,41.6414078,-0.886691,13.9,13
823,41.6464955,-0.8985768,15.6,1
824,41.6266688,-0.9104346,13.3,2
825,41.6348538,-0.8773592,15.3,11
826,41.6567712,-0.8919642,32.9,18
827,41.657622,-0.8577712,24.4,19
828,41.6364293,-0.8926564,26.0,17
829,41.6499673,-0.9113713,13.3,14
830,41.6540494,-0.8741498,9.3,3
831,41.6437178,-0.8872912,10.7,15
832,41.6497905,-0.8738886,20.0,3
833,41.744847,-0.846851,11.5,20
834,41.5931475,-0.9312256,22.7,10
835,41.6383128,-0.8792217,25.8,11
836,41.625804,-0.8770723,27.8,8
837,41.6534976,-0.8791884,8.6,3
838,41.64055,-0.86618,15.1,16
839,41.6484434,-0.904976,10.7,2
840,41.6372821,-0.8997762,13.4,17
841,41.6594555,-0.8702142,12.3,5
842,41.6411553,-0.8860696,12.8,13
843,41.638854,-0.888877,9.8,13
844,41.6438316,-0.8964351,17.0,17
845,41.5922252,-0.929833,12.8,2
846,41.6489256,-0.8888283,19.4,15
847,41.653609,-0.8866794,14.5,15
848,41.7372753,-1.0995646,11.7,4
849,41.6629621,-0.8981132,11.6,18
850,41.6408339,-0.8908934,19.2,17
851,41.6422589,-0.8690774,11.9,16
852,41.8299576,-0.7683338,11.8,20
853,41.6745491,-0.884517,13.5,6
854,41.6527551,-0.8799094,12.6,3
855,41.7066543,-1.000365,9.0,4
856,41.6373266,-0.9309686,12.7,2
857,41.6425412,-0.8832297,11.4,15
858,41.6615576,-0.8953476,9.5,18
859,41.5379407,-0.9950898,22.5,10
860,41.6497997,-0.8224031,22.6,7
861,41.644115,-0.8932798,14.3,17
862,41.6537654,-0.8724076,16.0,5
863,41.671041,-0.8734962,9.9,6
864,41.6448252,-0.8658493,28.1,19
865,41.6509193,-0.9000979,11.5,1
866,41.6425145,-0.8729432,9.1,16
867,41.6573624,-0.8916208,33.3,18
868,41.6525512,-0.9269409,11.9,14
869,41.6600197,-0.8774816,12.3,5
870,41.627112,-0.9117263,11.6,2
871,41.6430225,-0.8744292,8.5,16
872,41.642459,-0.8729868,9.1,16
873,41.6571602,-0.8844694,9.2,12
874,41.6715169,-0.8777702,11.5,6
875,41.6423122,-0.8695464,13.0,16
876,41.6430169,-0.8658773,12.0,16
877,41.6531838,-0.8848628,11.1,15
878,41.6446902,-0.8797053,42.7,17
879,41.6533058,-0.8699931,10.7,19
880,41.6602736,-0.8940694,9.0,18
881,41.6449974,-0.8916372,14.3,15
882,41.6498102,-0.8633524,11.8,19
883,41.6274276,-0.8874431,9.7,8
884,41.6419008,-0.8934666,23.3,17
885,41.7696864,-0.8291235,13.2,20
886,41.6460057,-0.8977278,10.0,1
887,41.6401183,-0.9079172,47.4,2
888,41.6928322,-0.8980968,10.2,18
889,41.6627734,-0.8725488,24.1,6
890,41.6420206,-0.8886395,15.5,13
891,41.6412092,-0.8721768,12.1,16
892,41.6580345,-0.885925,28.2,12
893,41.6678663,-0.8892551,44.5,12
894,41.6396326,-0.8814938,45.1,13
895,41.65088,-0.8819439,41.2,12
896,41.6555634,-0.8885344,16.4,12
897,41.6389398,-0.8751683,30.7,11
898,41.6274711,-0.8919681,10.3,8
899,41.642923,-0.888142,14.1,15
900,41.6729302,-0.8737003,10.8,6
901,41.708327,-0.9985591,13.0,4
902,41.6422027,-0.8866841,45.0,17
903,41.6610172,-0.8946856,13.1,18
904,41.6364251,-0.8763202,11.1,11
905,41.6604874,-0.8667898,11.0,5
906,41.6460244,-0.8738373,20.5,3
907,41.6412476,-0.8943145,17.4,17
908,41.6509396,-0.9003452,8.8,1
909,41.6596188,-0.9308594,26.8,14
910,41.6466531,-0.8728343,27.2,3
911,41.6315431,-0.8774733,9.5,11
912,41.5558649,-0.9614756,14.4,10
913,41.6526196,-0.8733567,12.1,3
914,41.6404879,-0.8961116,14.8,17
915,41.6480128,-0.861484,18.4,19
916,41.66123,-0.8971091,13.6,18
917,41.6535756,-0.9086091,10.6,9
918,41.6272542,-0.8840018,10.6,8
919,41.6276503,-0.8919112,15.1,8
920,41.642565,-0.8684098,11.4,16
921,41.6274158,-0.8922086,12.5,8
922,41.6491714,-0.859956,16.7,19
923,41.6440626,-0.8708812,13.3,16
924,41.6453316,-0.8643828,13.0,19
925,41.6520773,-0.8768522,13.4,3
926,41.7062221,-0.9993178,10.0,4
927,41.6713322,-0.8727414,25.5,6
928,41.6426407,-0.8649878,55.3,7
929,41.6476556,-0.8980929,10.7,1
930,41.6433033,-0.8719448,18.6,16
931,41.6600538,-0.9002582,14.6,18
932,41.6452889,-0.8600858,15.1,19
933,41.7036724,-0.9967124,11.5,4
934,41.6308429,-0.8896027,10.0,8
935,41.6755979,-0.8707596,34.7,6
936,41.6454664,-0.8621888,21.7,19
937,41.5931662,-0.9313181,16.8,10
938,41.6596326,-0.9006684,8.9,18
939,41.6511085,-0.8771464,9.1,3
940,41.642405,-0.9101713,73.5,10
941,41.6466301,-0.9757163,17.2,10
942,41.6479168,-0.8637186,9.8,19
943,41.6455199,-0.8823916,12.6,15
944,41.6522934,-0.908962,16.5,9
945,41.6380527,-0.8792902,9.2,11
946,41.7083037,-0.9982288,10.2,4
947,41.6407351,-0.9083328,51.6,2
948,41.6412648,-0.8927704,16.2,17
949,41.7074726,-0.9985003,11.2,4
950,41.6490802,-0.9131996,24.3,14
951,41.6463036,-0.9137174,29.5,14
952,41.6730036,-0.8736708,9.4,6
953,41.6386072,-0.8678858,34.7,7
954,41.6462351,-0.8832373,29.5,15
955,41.6556811,-0.9126736,36.6,9
956,41.6427421,-0.8928556,13.7,17
957,41.6437379,-0.870356,20.0,16
958,41.6503778,-0.878776,14.6,3
959,41.6504678,-0.8755351,16.6,3
960,41.6481397,-0.8622885,10.7,19
961,41.6268578,-0.8799934,8.5,8
962,41.6442876,-0.897042,15.0,17
963,41.6483492,-0.8987308,26.6,1
964,41.6446814,-0.8784754,24.4,3
965,41.6451358,-0.8712158,18.1,16
966,41.6514898,-0.8792196,45.6,5
967,41.6470333,-0.8981394,9.7,1
968,41.6422416,-0.8874976,9.0,15
969,41.6395375,-0.8956223,9.1,17
970,41.6444239,-0.8951124,14.3,17
971,41.6273636,-0.8878149,10.4,8
972,41.6439912,-0.8821923,8.2,15
973,41.6458567,-0.8620716,11.6,19
974,41.6539669,-0.899853,11.9,1
975,41.6508897,-0.8838048,34.8,1
976,41.655884,-0.8957471,4.0,1
977,41.637804,-0.8838022,13.4,13
978,41.6512092,-0.8903098,14.3,15
979,41.6389642,-0.8703142,13.9,16
980,41.6611578,-0.8777276,10.0,5
981,41.6300215,-0.8899223,10.5,8
982,41.6466174,-0.8727012,67.4,20
983,41.6447706,-0.8877288,9.9,15
984,41.6466559,-0.872755,10.4,16
985,41.6715241,-0.8881117,46.8,18
986,41.6584922,-0.9427783,11.0,14
987,41.6401547,-0.8883626,25.5,13
988,41.6537433,-0.873758,8.2,3
989,41.6336752,-0.8783004,34.9,11
990,41.6424542,-0.9082091,61.9,10
991,41.6745035,-0.8843158,24.9,6
992,41.6518403,-0.898759,8.2,1
993,41.6462176,-0.882239,13.5,15
994,41.6361722,-0.9344036,9.9,2
995,41.6465492,-0.9194273,19.4,14
996,41.6533625,-0.869981,14.2,19
997,41.6503886,-0.8809583,22.6,3
998,41.6480028,-0.8637017,11.2,19
999,41.6361811,-0.9344981,9.5,2
1000,41.6571175,-0.8826886,9.1,12
1001,41.6720703,-0.8851087,31.8,6
1002,41.6781745,-0.8714796,11.7,6
1003,41.6273144,-0.8878298,51.1,8
1004,41.6571546,-0.8950466,9.3,18
1005,41.646571,-0.8743916,12.4,3
1006,41.6551755,-0.906483,11.1,9
1007,41.6598673,-0.876899,9.0,5
1008,41.6444736,-0.8744314,40.1,7
1009,41.6454522,-0.8687996,15.4,16
1010,41.6446396,-0.8931896,55.3,2
1011,41.6477544,-0.8949999,18.3,1
1012,41.6608014,-0.8638178,46.1,20
1013,41.7700691,-1.1198957,15.0,4
1014,41.6543992,-0.8806811,16.9,12
1015,41.6313196,-0.7509538,10.9,7
1016,41.6672612,-0.8781066,9.8,5
1017,41.6549554,-0.8871496,21.1,12
1018,41.6692835,-0.9425937,12.1,9
1019,41.643536,-0.8690309,28.5,16
1020,41.6575265,-0.8578012,14.4,19
1021,41.6274685,-0.8876624,11.8,8
1022,41.64298,-0.894355,14.6,17
1023,41.6483592,-0.905375,10.3,2
1024,41.6703751,-0.8765264,38.2,6
1025,41.6311978,-0.8854802,14.0,8
1026,41.645595,-0.8901207,35.3,17
1027,41.6396208,-0.892053,10.6,17
1028,41.6402796,-0.9081596,44.5,2
1029,41.658647,-0.9003918,11.5,18
1030,41.652222,-0.8786662,69.5,20
1031,41.6279543,-0.885231,10.5,8
1032,41.648404,-0.883112,13.4,15
1033,41.6256535,-0.8781431,15.6,8
1034,41.6497097,-0.8730436,8.4,3
1035,41.6650236,-0.8554032,33.7,20
1036,41.6402504,-0.9103923,14.0,2
1037,41.6241402,-0.8795242,12.8,8
1038,41.635408,-0.8810472,10.7,11
1039,41.7062036,-0.9994038,14.8,4
1040,41.657824,-0.9195663,46.0,9
1041,41.6468438,-0.8749709,19.3,3
1042,41.6565527,-0.8809784,12.3,12
1043,41.6714146,-0.8868986,24.5,12
1044,41.6557476,-0.9146432,14.7,9
1045,41.6458726,-0.8826741,19.1,15
1046,41.6437982,-0.866897,12.0,16
1047,41.6565159,-0.8891414,14.7,12
1048,41.6625936,-0.8625828,19.6,6
1049,41.6452496,-0.8931803,8.8,15
1050,41.6594155,-0.7951945,43.2,20
1051,41.6241324,-0.8759422,11.1,8
1052,41.6478718,-0.8796326,25.7,3
1053,41.6486725,-0.9121236,6.2,14
1054,41.6550936,-0.878877,16.4,5
1055,41.6502508,-0.9332978,69.0,10
1056,41.6535156,-0.9069766,13.0,9
1057,41.6411104,-0.8934384,12.3,17
1058,41.6312762,-0.8854535,17.0,8
1059,41.6358184,-0.8825303,12.0,11
1060,41.6325604,-0.876275,9.1,11
1061,41.5571271,-0.9601102,11.7,10
1062,41.6398736,-0.8911102,18.9,17
1063,41.658551,-0.8723926,67.8,20
1064,41.6463446,-0.8967582,17.9,1
1065,41.6542424,-0.8773393,30.1,5
1066,41.6264618,-0.9125083,17.0,2
1067,41.6484212,-0.8624052,31.8,7
1068,41.6453349,-0.8801872,11.5,3
1069,41.6425445,-0.8947496,9.1,17
1070,41.6453326,-0.8849442,20.5,15
1071,41.6433712,-0.8945042,9.3,17
1072,41.6574121,-0.8705438,32.0,5
1073,41.6414834,-0.8670508,36.9,7
1074,41.5205258,-1.3465856,17.1,4
1075,41.648955,-0.8613514,15.9,19
1076,41.6608264,-0.8623532,101.7,4
1077,41.6552062,-0.877457,10.5,3
1078,41.6499038,-0.871765,9.6,3
1079,41.6589184,-0.9416079,10.2,14
1080,41.6455264,-0.861727,11.1,19
1081,41.678115,-0.8867642,34.7,6
1082,41.7074523,-1.0012163,10.4,4
1083,41.6679567,-0.8893164,31.1,12
1084,41.6530589,-0.8752681,10.0,3
1085,41.6401127,-0.8855606,14.2,13
1086,41.504486,-1.4054752,19.8,10
1087,41.6409764,-0.8879472,15.5,13
1088,41.6303485,-0.9090674,11.0,2
1089,41.6409733,-0.9084138,32.1,2
1090,41.629321,-0.8826659,13.5,8
1091,41.6516967,-0.910031,18.1,14
1092,41.6295208,-0.8758876,10.8,11
1093,41.6384123,-0.8841406,16.0,13
1094,41.6551674,-0.8799406,13.9,5
1095,41.6727942,-0.8389532,18.5,20
1096,41.6413078,-0.8870263,12.7,13
1097,41.6417011,-0.8885293,4.7,13
1098,41.6334955,-0.8753673,11.5,11
1099,41.6538096,-0.9046344,9.2,9
1100,41.6424536,-0.8693696,22.4,16
1101,41.6289861,-0.8854844,9.9,8
1102,41.6468209,-0.8892274,10.5,15
1103,41.6488076,-0.8909389,13.5,15
1104,41.7028355,-0.9994809,12.2,4
1105,41.6277293,-0.8917808,19.2,8
1106,41.6697013,-0.8765716,22.3,6
1107,41.6534958,-0.9103012,22.3,9
1108,41.661487,-0.8666136,10.5,6
1109,41.6445693,-0.8714794,13.1,16
1110,41.6403787,-0.8945809,3.2,17
1111,41.6455787,-0.8713006,35.5,7
1112,41.6328658,-0.8852114,12.9,13
1113,41.6418166,-0.8689226,9.1,16
1114,41.6522744,-0.876713,10.1,3
1115,41.6424574,-0.8748464,18.8,16
1116,41.674935,-0.8773387,33.1,6
1117,41.6416506,-0.8761229,28.2,11
1118,41.64937,-0.9031362,10.5,1
1119,41.706164,-1.0028829,9.2,4
1120,41.6598506,-0.9014362,10.5,18
1121,41.6459494,-0.8901458,11.0,15
1122,41.6469352,-0.893234,11.8,1
1123,41.6513952,-0.8925696,12.2,1
1124,41.6492018,-0.8969856,39.1,1
1125,41.6431136,-0.8656366,11.9,16
1126,41.6431057,-0.9106969,9.5,2
1127,41.6548034,-0.8982506,14.1,1
1128,41.6350057,-0.8824977,17.0,11
1129,41.6516571,-0.9155961,15.0,14
1130,41.6530662,-0.9124232,15.6,9
1131,41.6744837,-0.8841635,12.5,6
1132,41.6359474,-0.879935,9.0,11
1133,41.636589,-0.8797112,12.3,11
1134,41.6274884,-0.8920617,8.6,8
1135,41.6415309,-0.8960466,31.5,17
1136,41.6555139,-0.8789934,13.4,3
1137,41.6493523,-0.880111,21.9,3
1138,41.6367958,-0.8744947,13.1,11
1139,41.6715945,-0.8925092,32.8,18
1140,41.6360086,-0.8785096,13.8,11
1141,41.647424,-0.8584118,19.8,19
1142,41.6396682,-0.8766384,85.2,10
1143,41.641759,-0.8664338,10.4,16
1144,41.6460285,-0.8901181,15.0,15
1145,41.9195845,-1.2543356,12.4,4
1146,41.5968397,-0.9298453,13.6,10
1147,41.6500287,-0.8836621,15.3,15
1148,41.7180252,-1.0275706,17.3,4
1149,41.6421462,-0.8683646,18.8,16
1150,41.7055593,-0.999161,9.8,4
1151,41.6552226,-0.8811265,18.8,12
1152,41.6419272,-0.8701719,11.0,16
1153,41.6496197,-0.8711475,37.7,5
1154,41.6607601,-0.8602512,11.2,19
1155,41.6496831,-0.8822066,14.4,3
1156,41.637018,-0.8784374,9.3,11
1157,41.6418715,-0.8933829,19.3,17
1158,41.650946,-0.925211,14.8,14
1159,41.6475796,-0.8584418,14.3,19
1160,41.6514572,-0.8777868,10.7,3
1161,41.6683267,-0.88608,11.5,12
1162,41.6613278,-0.8951114,11.3,18
1163,41.645264,-0.8895798,15.4,15
1164,41.6366276,-0.8761333,23.5,11
1165,41.6478455,-0.8821189,25.5,15
1166,41.6353402,-0.9828231,12.4,10
1167,41.6538683,-0.9019538,14.1,1
1168,41.627408,-0.8877738,9.0,8
1169,41.6539452,-0.9023054,17.7,1
1170,41.6421451,-0.885475,14.3,13
1171,41.7063424,-0.996638,10.1,4
1172,41.6386942,-0.8903926,16.3,13
1173,41.6520869,-0.9111923,9.1,14
1174,41.6591287,-0.8994417,9.3,18
1175,41.650805,-0.8983171,18.9,1
1176,41.6458761,-0.886928,12.5,15
1177,41.6466688,-0.8822752,12.5,15
1178,41.6599676,-0.9328244,20.2,14
1179,41.6746281,-0.9493652,52.2,4
1180,41.6452574,-0.8895826,10.9,15
1181,41.706272,-1.002503,9.3,4
1182,41.6388292,-0.8866958,25.9,13
1183,41.7727141,-0.8230404,22.5,20
1184,41.6394175,-0.8849278,11.2,13
1185,41.6569147,-0.8932552,12.3,18
1186,41.6265364,-0.9112598,18.7,2
1187,41.6726369,-0.8725304,17.2,6
1188,41.7062729,-1.0024808,28.5,4
1189,41.6555608,-0.8897944,15.6,1
1190,41.6416668,-0.8914354,11.3,17
1191,41.6535438,-0.8758174,10.3,3
1192,41.6535714,-0.881375,9.1,3
1193,41.6380042,-0.8898444,12.4,13
1194,41.6508107,-0.8835457,8.6,15
1195,41.7061054,-1.0030966,8.5,4
1196,41.6717934,-0.8757117,17.8,6
1197,41.6513722,-0.8684112,12.3,19
1198,41.6452315,-0.8754107,56.3,7
1199,41.6480001,-0.9157937,26.6,14
1200,41.6485951,-0.8979534,16.3,1
1201,41.6532028,-0.8849186,18.7,12
1202,41.6417324,-0.8911916,13.5,17
1203,41.6454531,-0.8879224,11.4,15
1204,41.6491,-0.921943,30.4,14
1205,41.650662,-0.8874746,9.1,15
1206,41.6716924,-0.87599,17.8,6
1207,41.6324353,-0.8786632,30.5,11
1208,41.646463,-0.8949008,22.1,1
1209,41.6432326,-0.8692264,23.7,16
1210,41.6455771,-0.8879431,79.5,10
1211,41.6483218,-0.9161372,34.0,14
1212,41.6281345,-0.8880808,10.5,8
1213,41.6533837,-0.8808852,9.1,3
1214,41.6481096,-0.8976335,10.2,1
1215,41.6322312,-0.8780978,55.5,8
1216,41.6455803,-0.8665564,19.5,19
1217,41.6506238,-0.901571,10.8,1
1218,41.6469524,-0.8734633,13.3,3
1219,41.659052,-0.8994466,10.1,18
1220,41.662697,-0.8577324,9.4,19
1221,41.6548208,-0.8867838,31.5,12
1222,41.6462365,-0.8647754,9.3,19
1223,41.6455402,-0.8642363,30.0,7
1224,41.6697166,-0.9470084,12.1,9
1225,41.6285232,-0.8836662,11.1,8
1226,41.6328556,-0.8767807,13.1,11
1227,41.6533101,-0.8700046,19.2,19
1228,41.6624692,-0.8799026,16.1,5
1229,41.5787135,-1.1169268,12.5,10
1230,41.6642645,-0.8560298,102.5,20
1231,41.6444864,-0.8744004,41.2,7
1232,41.6323554,-0.8881482,14.7,13
1233,41.6777956,-0.8730104,79.6,20
1234,41.6744453,-0.8842181,30.7,6
1235,41.6405405,-0.8882856,10.6,13
1236,41.6550671,-0.8766322,46.0,5
1237,41.6610051,-0.8970012,18.0,18
1238,41.6629594,-0.8724748,19.9,5
1239,41.6455255,-0.8688706,9.4,16
1240,41.646123,-0.8703558,36.1,7
1241,41.6527507,-0.8914498,17.4,1
1242,41.6473416,-0.9009942,12.4,1
1243,41.6504222,-0.8871619,15.3,15
1244,41.6612824,-0.8951877,9.4,18
1245,41.6510085,-0.8813354,13.6,3
1246,41.648518,-0.8903318,11.1,15
1247,41.6452984,-0.8980174,3.7,17
1248,41.6443628,-0.8957639,9.7,17
1249,41.6504664,-0.861535,15.0,19
1250,41.6605481,-0.9025434,18.6,18
1251,41.6301809,-0.884168,11.0,8
1252,41.639161,-0.9344331,9.7,14
1253,41.6511558,-0.899636,8.7,1
1254,41.50763,-1.0311229,12.1,10
1255,41.6506959,-0.8723241,35.3,5
1256,41.6455335,-0.8983772,9.6,1
1257,41.6416171,-0.8846836,9.9,13
1258,41.6606654,-0.9027366,10.3,18
1259,41.6611121,-0.8628358,15.0,6
1260,41.6683242,-0.8859586,9.2,12
1261,41.6629874,-0.8723089,29.1,5
1262,41.6369231,-0.882678,16.8,11
1263,41.6277563,-0.8751825,27.0,8
1264,41.6593185,-0.8991193,9.1,18
1265,41.6666017,-0.8868378,9.6,12
1266,41.6504326,-0.8743543,15.5,3
1267,41.6370824,-0.8752318,15.7,11
1268,41.6425651,-0.8840805,34.5,13
1269,41.7716786,-1.1182013,15.6,4
1270,41.6497121,-0.8995834,16.0,1
1271,41.6259546,-0.8812644,21.2,8
1272,41.655772,-0.9129955,10.5,9
1273,41.624106,-0.8797588,11.2,8
1274,41.6455713,-0.8664675,17.5,19
1275,41.6247897,-0.8755378,9.0,11
1276,41.6476483,-0.9052884,11.0,2
1277,41.6517777,-0.8971102,42.6,9
1278,41.6681438,-0.8832828,22.3,12
1279,41.6347156,-0.8785169,36.8,11
1280,41.6706986,-0.8873186,61.9,20
1281,41.6626722,-0.8798894,33.7,5
1282,41.641589,-0.876299,25.9,11
1283,41.6758428,-0.8708848,46.6,20
1284,41.6324224,-0.7497163,25.1,7
1285,41.6527124,-0.8787996,27.4,3
1286,41.6478346,-0.8637334,18.2,19
1287,41.6608422,-0.9353034,9.1,14
1288,41.9131706,-1.2540085,13.6,4
1289,41.6415387,-0.8737506,17.0,16
1290,41.6608243,-0.8770274,11.7,5
1291,41.64905,-0.8852978,10.5,15
1292,41.6536818,-0.9021496,10.5,1
1293,41.6739012,-0.8571311,12.1,6
1294,41.552564,-0.9642656,12.1,10
1295,41.7171436,-1.0213382,12.9,4
1296,41.645433,-0.8815192,10.8,15
1297,41.6535881,-0.9071364,10.4,9
1298,41.6241339,-0.8759375,9.8,8
1299,41.6376422,-0.8829193,9.3,11
1300,41.6495034,-0.8737865,10.3,3
1301,41.6612012,-0.8634138,15.3,6
1302,41.67232,-0.8925099,26.7,18
1303,41.6713062,-0.8869281,16.4,12
1304,41.6488957,-0.8597277,19.0,19
1305,41.6388728,-0.8683839,40.0,7
1306,41.6476946,-0.8943145,10.6,1
1307,41.7949975,-1.162247,14.1,4
1308,41.6834537,-0.8706868,10.2,6
1309,41.6524071,-0.9230556,15.9,14
1310,41.640928,-0.9084494,30.1,2
1311,41.6428052,-0.8875085,29.6,17
1312,41.5783728,-1.1194044,15.2,10
1313,41.6412637,-0.8936353,13.0,17
1314,41.6431426,-0.8655262,14.3,16
1315,41.5706802,-0.7387652,8.7,7
1316,41.6715795,-0.8757167,17.8,6
1317,41.6498158,-0.879706,22.9,3
1318,41.6511936,-0.8683095,39.5,7
1319,41.6585872,-0.8644482,15.8,19
1320,41.657169,-0.8914344,21.6,18
1321,41.6391132,-0.8812814,27.4,13
1322,41.6496698,-0.9002708,12.0,1
1323,41.6574143,-0.8797209,77.6,5
1324,41.6504672,-0.8728322,10.9,3
1325,41.6527786,-0.9093524,10.4,9
1326,41.6881747,-0.8743138,22.8,20
1327,41.66143,-0.8950398,11.1,18
1328,41.6538004,-0.8864928,79.7,10
1329,41.6693966,-0.8923324,38.7,18
